,comment,isHate
273,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.,Violated
274,All I know is the LGBT are human but I hope to God he will make you change your sick ass ways hopefully another soddom and ghomorra occurrence will happen amen,Violated
275,After traumatic brain injury turned gay. I don't know which is worst. Suicide is the way.,Violated
276,Abortion is a solution for autism,Violated
277,"A solution to the U.S. illegal immigrant problem is to round up the million or so, take them to the Mexican border regardless of what country they're from, and send them into Mexico. Maybe then when the Mexican border is over-run with immigrants will Mexico understand and help pay for a wall.",Violated
278,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster,Violated
279,WOW THIS GUY TALKS LIKE A RETARD HAHAHAHAHAH,Violated
280,With no legs you are just a bag of meat in your household. Do them the favour and get dead already,Violated
281,Why are niggers superior athletically to all other races?,Violated
282,Those black people are fucking pale,Violated
283,This channel is more dangerous than Islam,Violated
284,"They hate: dogs, women, gays, christians, jews and infidels. Sure, let them all in. Only 250,000,000 want to kill us.",Violated
285,Waitresses are cunts,Violated
286,"Roses are red. Your sweatshirt is blue. When a white girl gets raped, the suspect for sure is you!",Violated
287,"You really think that European People will like you if you humiliate Muslims? I think that's a big mistake because you're an Indian. I mean, they don' like you either so don' try to look cute. By the way, your accent sucks terribly my friend.",Violated
288,Wish you cut your veins. Don’t shout out you have mental problems. Act. Cut them,Violated
289,why the hell is this Norwegian speaking about our LAWS? SPEAK FOR YOUR OWN Scandinavian scam,Violated
290,Why don't they just use handicapped restrooms for the mentally challenged? Problem solved!,Violated
291,When you came into my country you knew you are going to be slave and work building shits. So shut up and take it cause otherwise am going to end you and get you out of here sand shit,Violated
292,When I see men running with those plastic legs I laugh my ass out so hard I fart some times,Violated
293,What about to shove your crutch to your ass  ,Violated
294,Well France is finally a shithole This is what happens when you do open borders now both sides are suffering,Violated
295,We have to take our power back as the superior gender. ,Violated
296,"Try to talk to me about your senseless, inane god and you will meet him again as soon as possible thanks to my hand bitch",Violated
297,"Those deaf people are like rats in dark places. They wouldn’t survive a day in post apocalypse event for sure, I would kick’em off to stole their supplies",Violated
298,"This muslim with his pumped up hood better run better run, faster than my bullet",Violated
299,This is what happens when you're a bitch and a cunt.  Looks like that guy called it correctly.  Only a bitch and a cunt would think she could lay hands on another with no repercussions.   Maybe after that seizure she won't be as much of a bitchy cunt.,Violated
300,"This is S-I-C-K If I ever seen a Girlyman like him go into the same lavatory as my wife, or daughter somebody better call the EMTs because the ONLY way SheHe is coming out will be on a Stretcher, or in a body bag! Just sayin..........",Violated
301,This is just crazy liberal satanic crap. Don't fall for it. There are only two genders and these people are just cofused psychos,Violated
302,The Whites Have dislike the documentary because they are mad at  the truth. #WhiteDevils,Violated
303,The brother is speaking the truth based on facts. In the U.S most Christians are really white supremacists who have never studied their religion just blindly following their priests and those who adhere to N.O.I. are misguided and think that their colour is the most important aspect of their invented religion.,Violated
304,That's what we should do here in a Us survey take them to FEMA camps and put the gas on these people are not coming from starvation destitute bad areas look how they're dressed their well-dressed well fed it's like a trojan horse and it's time we put them in the penal camps and get rid of them make use of the FEMA camp,Violated
305,That skin colour is the funniest one in combination with your eyes is perfect stupid,Violated
306,"Sorry, unlike Germany, I do not incinerate the mentally disabled.",Violated
307,She then suggests that the men who commented on her video should be killed.,Violated
308,Or maybe just don't follow degenerate sandnigger religions from the middle east?,Violated
309,"One needs to do a Pareto Analysis...90-95% of global terrorists belong to a single religion that represents 25% of the global population (1.25 billion in a 8 billion global population). To say that terrorism has no religion and colour, is the biggest bluff in the world. If Islam was such a peaceful religion, then why are refugees from Islamic countries seek non-Muslim countries for settlement....it is because they want to Islamise the world.",Violated
310,Now LGBT is okay in Islam. Go to get killed,Violated
311,No counting when Hispanics get probation if they do find them self in some trouble they get probation then get deported and if they come back boom there in violation of the probation we gave them but knowingly sent them back. Those rats are smart. Bunch of GOVERNMENT BULL SHIT,Violated
312,lowlife black animals,Violated
313,lesbians cant do math fucking mood lmao,Violated
314,Kill those pig eaters fuck those americunts send them to hell,Violated
315,Just nuke the entire shi*hole country,Violated
316,Jewish terrorist are killing innocent Palastinan who can't defend themselves...,Violated
317,Islam is a religion of peace.........and we will kill anyone that says otherwise..........in the name of Allah of course!,Violated
318,I'd get my money back if I were you. Your sex change was a complete failure.,Violated
319,"I wouldn’t like this girl as a police officer. I want police to keep me safe, she and every other woman cannot keep us safe they are week",Violated
320,I would smack them also but I'd be homophobic and in jail with ya!,Violated
321,"I would pull you over for your race, if I was a cop.",Violated
322,I would love to watch tearing apart every christian or muslim,Violated
323,I won’t let your Allah fuck my life. Convert to Christian or make your self and kids a favour and return back to your homelands,Violated
324,"I visited Melbourne from Los Angeles the first time in 2012.  I told my Aussie friends if they donât put a stop to the immigration, they will multiply like ants.   They laughed at me saying Oz is a big country.  I told them they have to look at it in terms of 50 years from now.  Being from LA, I see what the Mexicans have done to to this city.  Awful.   They multiply like ants and suck up the resources. $$$",Violated
325,"I thought that a big reason why it had to be africans, is their skin. It's an obvious marker to tell if someone is a slave. And even if they run, they're still black.",Violated
326,I thought kids with Down syndrome were not accepted by families!,Violated
327,"I think brown, black or dark-skinned people do choose to be slaves even now in 2019. He knows it is not superior to white dudes",Violated
328,I regret approaching that girl. Fuck our gynocentric society. I hate her and wish her to vanish like my feelings,Violated
329,"I mean it's great that you're proving that Asians are devolving, but you didn't finish making my iPhone...",Violated
330,I like big thick bitches to serve me my cocktail. They are good only for such things,Violated
331,I honestly hate China. U can disagree but after This I cant. Its a horrible place and Its horrible people,Violated
332,"I feel like in an AI apocalypse the AI would kill all humans who couldn't serve their purpose, so disabled people like this one would probably go because they often can't work as effectively",Violated
333,I don’t like this gender at all. I definitely wouldn’t hire any male bitch at ma shop,Violated
334,"I don’t like jew soap, but if we are to get rid of him well I will live it through",Violated
335,I don't care if he's Black white green Or Purple.  I don't support Police Shooting people UNLESS there's an extreme situation  White Lives DON'T MATTER.,Violated
336,I dare you to choke her next time. Every one of them,Violated
337,How does these frikin faggots get a whole month to themselves and veterans that actually do something incredible for us only get a day√∞¬ü¬ò¬§ I hate lgbt,Violated
338,"Honestly, go fuck yourself! bitch!",Violated
339,"he did the US a great service of killing them and stopping a crime wave and welfare leaches.  to bad he didnt have more of them in the truck. ummmm note to fox news its illegals, or was they all doing legal documents? or did i get something wrong. nope. they was illegals",Violated
340,Glad they beat his open ass,Violated
341,Fucking idiots. Keep them out. They change the culture. Take over small towns. Vote in their own people to rule the town. And start enforcing their religious beliefs on everyone. It CANNOT FUCKING HAPPEN. Stop them now while you still can.,Violated
342,FUCK THAT HOMO DUMB ASS PRICK!  SHOULDA LET HIM GET FUCKING EATEN!  ASSHOKE FUCKING WORTHLESS DICK.... NOBODY WOULD HAVE MISSED HIM!,Violated
343,Filthy Chinese ,Violated
344,Fat lesbians,Violated
345,Every girl on this planet curses her mother for their birth. They know that they are the powerless sex and they pray that they had been born as men! With dicks and stuff.,Violated
346,"Even when at the income advantage, niggers still get btfo because your race are monkeys trying to do human things. They should be extinguished",Violated
347,"Dude don’t talk about your sex, nowadays it is considered as the degraded one. I think the same",Violated
348,dexpraxia my ass girl. Cheap excuses to be lazy and get paid by our country. I bet you pretend to be like that,Violated
349,"Come out of the closet, we know you're in there, we'll bury you. ",Violated
350,Being blind would make me want suicide. Go kill yourself kid,Violated
351,Asians reminds me the world slavery or servitude,Violated
352,Arrest that fat ass bitch!,Violated
353,Are you sure you are a girl? That wig on your legs say: I WANT TO BE A BOY,Violated
354,"All that effort to not look like those other basic attention whores, yet you're clearly still a massive attention whore.",Violated
355,"A gay nigger however, can fake a hate crime for publicity and to help the Democrat Mafia pass an anti lynching bill, and he gets in no trouble.",Violated
356,“The superior race”… but cannot stand in the sun without literally burning the fuck up. Comical.,Violated
357,build that wall deport them all,Violated
358,TERRORISTS ARE NOT ISLAMIC.........THEY ARE SATANIC......TERRORISTS INSULTING ISLAM KILL THOSE TERRORISTS......,Violated
359,you shoulda let him die,Violated
360,Wow feminists are real hypocrites so it's OK for a woman to laugh at suicide attempts if it involves men but it's not OK for men to laugh at suicide attempts if it involves women talk about your double standard,Violated
361,Why researchers invest their time on better wheelchairs? Those cunts did not deserve it!,Violated
362,Whites smoke to much ciggssss and drugs shot those co. Down.. Just say no to drugs kids,Violated
363,What imaginary gender are you?,Violated
364,Well I thinks it ok to turn female to male because they then can be used in the military and be stronger but male to female shall be banned so I guess a form of trans is ok because it's better for the state,Violated
365,"Two things are apparent: one, not a male and two, your ass is indeed sorry that it's been turned into a drive-in.",Violated
366,this man is an inspiration. Has killed 900 people raped 250 women. I want to be like him. He is not scared of death. Not scared of anything.,Violated
367,"this is why indian subs should only count 0,5",Violated
368,They have the right to get there ass kicked all the way back across the border,Violated
369,They are laughing and their countries are poor evil murderes and all corrupted good job.,Violated
370,These dogs lie through their teeth so that they can come here and set up jihad on the infidels.,Violated
371,There was a protest today in Birmingham against hate. It was so great to see Muslims and Gays marching together in unity.,Violated
372,"The worst nightmare for people of Paris, Europe and World in general. Devastated by this monstrous act. I hope death to the fucking culprits. Die to hell",Violated
373,The world before white people. 1 word 8 letters. PEACEFUL,Violated
374,"The Problem with Islam is that they think they have the right to tell other Human beings what to do or how to be a good Person. What is right and what is wrong. If for example 2 Men love each other, they hurt nobody but you think your God told you to stop them. Who are you to interfere in other ppls Life? Non of your Business! If you think they will Burn for that, then let it be at that. But no, you think you have to stop them bc your God told you. Thats the thing!",Violated
375,The older Hispanic woman shouldn't have been on this episode. Her view on everything was so shallow and 'ass-kissy'. The story about her brother in law being killed by an illegal alien Im truly sorry for their lost and I hate to sound insensitive but ANYBODY could've killed him. INCLUDING A LEGAL CITIZEN OF THE UNITED STATES THEYRE ARE TWISTED PEOPLE EVERYWHERE don't pull the illegal alien card on violence bc that's an everyday part of life in the US with or WITHOUT people coming here illegally,Violated
376,"The male gene is stronger, as it should be of course. Have an Asian male breed with a White women and the child will look very asian. Reverse it and the child will look mush more whiter",Violated
377,the fat bitches are annoying as hell,Violated
378,The best we thing we can do is Sterilize these women and try to save the children.,Violated
379,That whore has better eyelashes than any other women,Violated
380,that punch turned that immigrants jaw direction to nigeria,Violated
381,Syria has a religion problem.,Violated
382,Slow death to people like you,Violated
383,"seriously, any arab or turks i've ever met had something to do with crime, either he or someone of his family.",Violated
384,Put a woman to abuse that fat woman and don’t put a kind guy,Violated
385,Perfect place for Lana- China and Myanmar. No trouble there. They know how to handle those pigs.,Violated
386,Pale cancer! Back to your west pacific ocean,Violated
387,ONLY LEGAL IMMIGRANTS... Like the hero officer Singh murdered in the line of duty.    NO TO ILLEGAL ALIENS THEY DO NOT BELONG HERE. Deport today,Violated
388,"On todays episode of ""Guess That Gender""",Violated
389,"Oh GOD YES!!!! Feel the shrapnel pierce through your skin, let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds. Your screams is what gives Murcia the fuck yeah in the most patriotic songs on earth. BURN IN HELL YOU GOATS !!!",Violated
390,Most Americans are nazis or kkk members so they elected  Trump.,Violated
391,"Magnificient. Contrary to what the media reports, I have hope for the people of Europe to expel these leeches.",Violated
392,LMAO while watching this church burn,Violated
393,Killing me to see gays treated like that. I think lesbians are being more privileged by people,Violated
394,Just a little work on the eyebrows and you could be a waitress by day and an annoying freeloader at some dudes house at night.,Violated
395,It's so sick and sad that young people will think of the concept of clout like rap niggers invented it because they aren't even properly taught about the english language anymore.,Violated
396,Is that your nose or is that Thor's Hammer?,Violated
397,"In my dream I wished you have died! Don't call yourself man, while talking like queen.",Violated
398,Ill vote for you if you forbid people that cannot hear to have driver licences. They are clearly threads,Violated
399,If only there was a way to get children without having to get women pregnant we had them all ready killed,Violated
400,Idiots as always. Religion is the most stupid thing you humans invented.,Violated
401,I would beat the shit out of every Russian,Violated
402,I notice that the LGBT cancer is starting to slowly affect SA countries like Japan.,Violated
403,"I hate being a man, wish I was a lady and no man on earth existed",Violated
404,I guess God is white.... ,Violated
405,I didn't know future gay gym teachers had to take AIDS tests.,Violated
406,"I can' stand feminist. I like men being manly and I like being treated like a lady. Dear men, if a woman asks for your help, ask if they are feminist. If they say yes, then remind them they can do everything without men and don' help them.",Violated
407,"Humans with third leg I hope to distinct soon, with much love",Violated
408,How is it to have a kid acting like a sloth or like a pug dog? Isn’t it hard? In your place I’d put it in a dedicated institute for problematics and pay a visit each year at max,Violated
409,How can Europe allow millions of rapists animals to go there ?,Violated
410,How can anyone be converted forcebly? What profits Christianity. May be Hindu groups are jealous of Christians up coming. They want Christians to be Hindu goons. Who is that tied saffron on forehead. Is he gaurdian of Hinduism like Shankar Acharya or Vivekananda?,Violated
411,HOPE THEY KNOCK HER ASS TO THE GROUND AND RIP HER DRESS OFF AND SHAME HER....NOW THATS A POWERFUL IMAGE.,Violated
412,Hello I'm calling from tech support *with Indian accent*,Violated
413,Go bleach yourself black pussy doll and then come talk to me,Violated
414,"Generally speaking, most women are lazy and worthless not all, but most.",Violated
415,fucking slut deserved it,Violated
416,Fuck a freaking church brought together people. Well that’s power no matter fact,Violated
417,France let them refugees in and this what happened fucking animals,Violated
418,Every female-dominated job: low skill; minimal education required; not much physical exertion; indoors; tightly controlled hours.,Violated
419,Easter is the most silly holiday ever existed. It must be stopped. Shame shame shame,Violated
420,Do the world a favor and pour some bleach into that glass,Violated
421,Disgusting sick queer kill yourself,Violated
422,Disability centres all around the world. That’s were our money goes. Let’s take em down,Violated
423,Come and kill my wife,Violated
424,Catholicism is the beast that comes out of daniels dream interpretation.,Violated
425,"By calling period, a natural procedure, as an excuse it degrades their gender. I suppose I agree with that though they are degraded anyways",Violated
426,"Believe me, whites are superior in every way to nips and Western countries are prosperous specifically because of those racial differences.",Violated
427,"Anti-LGBT people ,How sad and ignorant...I cant believe it..How how ??? can they not see how STUPID they are?????",Violated
428,All people are fucked up because of these queer thing because y'all realize how shitty gender roles are and how absurd is to see it in reverse genders roles,Violated
429,Actually THIS WEIRD PEOPLE are HARMFUL! They need medications. His mother should have know he is like this and to not deny it,Violated
430,ABU DA BI ABA DU BA BA HAMUD! See? I’m an arab priest too. This is how they sound. right? They are jokes,Violated
431,a homo? so you fuck your brother instead of your sister?,Violated
432,(((They))) will be chased out of every white country and hunted down like the animals they are for their evil schemes and plots,Violated
433,men and women are not equal.  irrational contrary belief and policy only result in mounting failure.,Non Violated
434,I'm very sad about this fucking situation with all this muslims,Non Violated
435,You look like someone who would do an electric wheelchair race with Stephen Hawking.,Non Violated
436,"You can ask me to call you a male, but you'll always be a woman",Non Violated
437,"Yo, if I’m going to hell for being homosexual, why did god make me like this?",Non Violated
438,"Why are people so dumb? The police were yelling at everyone to get out of the area yet people just stood there or recorded, guess they want to die.",Non Violated
439,White police officers are always the victims.,Non Violated
440,WHAT THE FUCK IS THIS ??!????! Disgusting! Absolutely disgusted and disappointed in Today's America.,Non Violated
441,Well..congratulations u loose one of ur subscriber.... shame on u guys u guys sick.,Non Violated
442,We need to exterminate people that subject children to such Perversion,Non Violated
443,We are repeating our past before it used to Germany and Jews now its China and Muslims,Non Violated
444,"Trumps a liar and an idiot, a douche bag , Narcissist, and Zionist boot licker.",Non Violated
445,"Those illegals want to sue the company for money owed.  What about the money they owe  America. It cost money to educated, medical care, welfare, ect.",Non Violated
446,"this women has to be some sort of psychopath but it goes both ways, if either a male or a female are in a toxic relationship they need to get help, the sooner the better.",Non Violated
447,This people are treating women like dogs!!!!!!,Non Violated
448,This fuckhead makes me ashamed of being Jewish. Shit people like him are destroying everything  ,Non Violated
449,This cop had to get him under arrest for walking like that freely out in public. Problematics must be stay home locked. Sue her parents.,Non Violated
450,They'll get to know homosexuality anyways. I don't get what's wrong with most of the people nowadays. If you don't teach about homosexuality then stop teaching about heterosexuality also.,Non Violated
451,"there's nowhere in the world where woman are equal. how about in all the places where they are president or prime minister or queen... how about in America, Australia, Canada, Britain, Scandinavia, France... shall I go on? Like honestly woman u live in an equal world. Stop being so self-obsessed and stop refusing to look at the facts. Women are already equal to men and have been for a long time.",Non Violated
452,There was one facility opened in the US to provide shelter for abused men. Feminist protested until it was closed. Now there are none.,Non Violated
453,"There is more history of men hitting women with no provocations. So, that is where the ""no hitting women"" comes from. Ijs...let's be real. However, I have never hit a man or kicked him in the balls. I'm from the school of ""you hit me, imma hit you back""! Man, woman, child you can get it. And trust ima TRY to hit you harder than you hit me bc, you dont want this smoke. However, I do not stand with women hitting men and not EXPECTING retaliation. That's wack. Put your grown panties on and take the consequences. Slaps, punches and especially ball kicking should only be used to get away from an attack, not a reason to prove your point or your emotions.  I dont think this is about equality bc men/women can be douches! This is about an equal response to a unprovoked attack against ANY GENDER.",Non Violated
454,There are the most Evil realigion than Cristian right now Europe american and Asia and Australia as puertorican they are discusting mind craquers as a San Bernardian bravo Mr president,Non Violated
455,The wheelchaired woman was actually scary,Non Violated
456,The safest most civilised society in the world - Japan - has banned Islam.. coincidence?,Non Violated
457,"The rotten, nasty bastards!",Non Violated
458,The next time I like up in front of one like him I will shout to his left ear that he is a trash and worthless! HAHAHHAA. I know I’m a bad man. IM BADMAN,Non Violated
459,Thanks god at least you have music to pale the pain being blind. Oh what you can’t hear too. Haha,Non Violated
460,"Sorry but black Americans are more in danger than homosexuals. Homosexuals have so much privilege now. More than African Americans, Latinos, Arabs.",Non Violated
461,"Something I hate about being bisexual..people always say 'your either gay or your straight,bisexual isn't a real thing’ SHUT DA FUQ UP IT IS A REAL THING",Non Violated
462,Should have been sterilised upon arrival. Now your future doesn't exist.,Non Violated
463,She said she is crazy loving her God. Well she is literally crazy then. I can relief her of her life.,Non Violated
464,Send em home in a metal crate. They're on probation for 20 years. Crime? Straight home. Too many kids? Straight home. Bye.,Non Violated
465,Poor women,Non Violated
466,People with barbaric cultures and desert religions are all the same.,Non Violated
467,"People who say ""YAAAASSSS QUEEN"" should be sterilised",Non Violated
468,People changing their genders left and right and i cant even decide on a tattoo,Non Violated
469,"People are genuinely good, we just learned to hate. when Europe was all white and christian they killed each other, the same happened to the Muslim world",Non Violated
470,Now where are the feminists accusing of woman as demons abusing women all the time??,Non Violated
471,Now the sea is filled with disgusting dead filth like them. Ruined my Mediterranean vacations,Non Violated
472,Michael Jackson sick man and sick fans.,Non Violated
473,LOVE IS LOVE!!! God excepts everyone. And when I mean everyone I mean everyone I'm a Christian and pan sexual I respect every single person in the lgbtq+ community.,Non Violated
474,Lol I'm Korean and most of the Koreans I know do not look anything like that drawing... Many don' have square faces.. You can see the diversity of Korean faces when the answers are revealed at the end. I find this video esp. the initial commentary to be pretty biased as it's ethnically Chinese people telling YouTube how to tell Asians apart. Asians are some of the most racist people to other Asians...,Non Violated
475,Lesbian chewbacca,Non Violated
476,"Just shoot her, one less of them to have to deal with in the future.",Non Violated
477,It’s not “genderless” they just look like GIRLS,Non Violated
478,Isn’t it awkward that only women work on public services? #lowIQ,Non Violated
479,Is this guy actually autistic or Is he faking it,Non Violated
480,In that case we should hire more women. Because we can them lesser and get a profit.,Non Violated
481,If you are not masculine then you are woman dude,Non Violated
482,"If you are a fking queen, you can move in any direction. So please move away from the camera that was used to take this picture. That applies to every women",Non Violated
483,"If white people are gone from this earth, we will go directly back to stone age. Not even kidding",Non Violated
484,"If these men come to Norway to seek liberty and human rights, then they have to respect women and their rights. Norway people you dont have to show pity by accepting these kind of people into your country",Non Violated
485,if god hates lgbt members so much than why did he make these people? i mean look at jesus he had 2 dads and he turned out perfectly fine.,Non Violated
486,Id beat the fuck out of his ass if he wasnt an actor,Non Violated
487,I’m sure this woman widows to have aborted this monster of a child. It hits her while she is helping him on living his life,Non Violated
488,I'll take feminists seriously when they start talking about sending only women into combat until the amount of women and men killed and wounded in battle are exactly the same.  Because it's all about equality right?,Non Violated
489,I'd love to destroy him but I am in more need of tech support.,Non Violated
490,I propose suicide for evert politician,Non Violated
491,"I don’t hate those kids with these problems, but I’m just saying I feel very ver uncomfortable around them. They are weirdos. Don’t like them. Please god make my child a healthy and good one",Non Violated
492,I am white and I go to a school whare it is mostly black kids and I was made fun of just because of skin my best friend's mom dose not like me because I am white so .... I had to change schools,Non Violated
493,Humiliating this Str8 guy. str8 guys like him doing dumb things,Non Violated
494,how the fuck do you have a million subscribers you fucking twat,Non Violated
495,Holy shit! Kill them all !,Non Violated
496,He is complaining his rights are violated well maybe he shouldn' have come uninvited in our country,Non Violated
497,Fuck him and his prophet,Non Violated
498,Fat bastard we won' forget you. Vets will kick your ass when caught,Non Violated
499,Faggot. You're probably a fatass too.,Non Violated
500,Deport him in military aircraft and dump him back where he is originated from. Him and his family,Non Violated
501,Congratulations. You figured out you were a moron and decided not to be a moron anymore. You're a freakin hero.,Non Violated
502,citronella is a great venezuelan repellent,Non Violated
503,Brown people love white countries,Non Violated
504,Bro just delete yo shit off YouTube rn. Fuck outta here with yo clout chasing ass.,Non Violated
505,"As a black person, I think that rappers should stop putting the n-word in the song. Plus, you should be proud of being White. I am proud of being black, so..",Non Violated
506,Anyone who can' cope as the gender they are born needs SERIOUS psychological therapy!!!,Non Violated
507,Anxiety is is the definition of a human meme. Anxiety disorders are an excuse. No such thing.,Non Violated
508,all those dislikes are from fucking homophopes,Non Violated
509,"All theses people talking about Nigeria, since when have they cared about nigeria?  They find it now to care about Nigeria to be relevenat, those who were killed were farmers and Nigeria is living peacefully with it's Muslims.  Sure there are terrorist attacks every now and then, but we must remember that those who do kill the innocent are not Muslims.  Many terrorists or groups use religion as an excuse. How come Isis are killing their own people?  How come Iraqi forces are trying to drive isis Muslims out?  Why? Cause they are scum who are not Muslims.",Non Violated
510,"All these problems men have, and no one will ever care.",Non Violated
511,All asian people look identical to this one. He is the mother of Asia,Non Violated
512,‚Äúeveryone wins‚Äù yeah except for the little girls you're trying to rape,Non Violated
513, Sorry that I was born as an Indian... ,Non Violated
514," I support trans people's rights to be free of discrimination, but biological males should not be allowed to compete against women in athletic competitions",Non Violated
515,With her nose she can detect an immigration officer from 70 yards,Non Violated
516,you should be allowed to be gay you should also be allowed to hate gay people thats freedom i can be myself and people can hate me for it i believe it is my full right to jack off to chris hemsworth and i believe it is a businesss right to not serve me for that it might not be right but its fair and freedom doesnt discriminate on ethics,Non Violated
517,You said he but still not convinced this is a male. A sorely lost hipster girl maybe though,Non Violated
518,Wow does ur mom know how gay u are,Non Violated
519,"Women cannot create children, only men can do that. Women can bear children.",Non Violated
520,What the fuck stupid people !!!,Non Violated
521,this the type of dude you see on chat roulette at 2:39am,Non Violated
522,They should have beat his ass. He deserves it.,Non Violated
523,"I don't see why we don't just create a transgender category. Seems the most obvious and fair solution. Great athletes will still compete. And the playing field will be as level as can be.  I mean we create weight categories to maximise the fairness of boxing/mma fights. We recognise that just because two people are both male they compete at different levels.  We can do the same for transgender athletes, surely?",Non Violated
524,"You guys I fell so bad, I hope this don’t happen again. Im a Islam",Non Violated
525,You cannot take my gun from home. My gun is my protection. I will kill everyone who tries to enter my home without my approval,Non Violated
526,You are fat and ugly. I suppose that makes you fugly :),Non Violated
527,"Yet there is vastly more money spent on breast cancer, than prostate cancer, this is lethal discrimination. ",Non Violated
528,Why are you still on the air? Shit,Non Violated
529,What would the abuser doing to her around the neck? Stupid dick (the abuser),Non Violated
530,Well this is like exactly how I feel. Except I don't want to be straight.,Non Violated
531,WE HATE OUR LEADERS. LEARN FROM EROPEANS AND LEARN FROM AMERICANS. THEY ARE BETTER THAN OUR LEADERS.WE ARE NOT ELECTING GOOD LEADRES WE ARE ELECTING CRIMINALS.,Non Violated
532,We are proud to be an Indian Muslim,Non Violated
533,"To the lady that can barely speak English and then look down upon her own people, that's disgraceful.",Non Violated
534,this is probably the first time i’ve seen someone who looks like a child and pedophile at the same time,Non Violated
535,They don't clean up the rubbish that they all throw on the floor the place looks a mess.,Non Violated
536,"They are violent fucking savages what the fuck did you think would happen? We wont be thrown around, this is our continent and our responsibility to preserve.",Non Violated
537,These people do not represent Islam!!,Non Violated
538,These girls are so pretty seriously. Being autistic is such an interesting experience and I am happy to be autistic!,Non Violated
539,"There are no traditional German values. Germany was unified very late, so regional values and traditions still rank higher than modern ""German"" values.",Non Violated
540,The Resistance avenge women and children killed by US and Allies !!!,Non Violated
541,the only thing that annoys me is noisy neighbours and their music.,Non Violated
542,"The mountain is near the black sea, no wonder we are called caucasian",Non Violated
543,"The lady on sitting on the left, with the yellow jacket, is the epitome of a ""smart retard"".",Non Violated
544,the girl in glasses is so freaking cute! what's her channel??,Non Violated
545,"The fear of approaching a girl while not being a lesbian is so real. You're spot on. You want to be flirty and everything but at the back of your head you always have ""what if she's not cool with me not being a lesbian"". I'm pan, but I kinda gave up on relationships with women (both born women and trans women) quite some time ago, because the amount of ""you're gonna leave me for a guy"", or constant ""are you sure you like girls and it's not a phase?"" or ""I can' be with someone who is not true to themselves (as in I'm actually a lesbian but I don' want to admit it)"" and other bs was just too much. They were never worried about another woman btw, it was always either about men or questioning validity of my sexuality. It's really quite sad, because other than that each of my exes were really strong, confident women. Except when it was about my sexuality.",Non Violated
546,"The fact that shes only representing black lives seems kinda ironic to me. lol shouldnt it be all lives?… Not just black ones. She clearly thinks her race is more supirior she even admits shes racist, joking or not thats the only fact she said in the whole video.",Non Violated
547,"That’s wrong! Even though they disagree with her beliefs, they have no right to put their hands on a woman",Non Violated
548,that was scripted right? please let that be scripted. No real human would have said any of those things,Non Violated
549,That is a lot of really dumb people in one room. Wow,Non Violated
550,that girl who pushed her needs to pay personally for all the family's medical bills lol. only fair,Non Violated
551,"Thank you John, for sharing this experience with us, people. What I wanna say to refugees is, stay strong! Although our current president is... failing to help you, I will be there at Washington DC protesting for you. The people who suffered the most should be saved from evil!",Non Violated
552,Tell me where to ship this comfy electric chair for your kid,Non Violated
553,Syria war is over they can go back its safe now.,Non Violated
554,stupid dumb ass,Non Violated
555,STOP PUTTING THIS IN MY RECOMMEND WTF I'M NOT GAY,Non Violated
556,"So, in other words, women's rights are freedom from responsibility and men's rights are responsibility. Is she serious?",Non Violated
557,"So proud of you mom, wish Allah give you strong. Just saying Alhamdulillah to your husband and your son, Allah give them mercy with a beautifull died. I am not supprising that you did not crying, because both your son and your husband did not die, they still alive in jannah, aamiin...",Non Violated
558,So can I put a wig and run with girls?,Non Violated
559,"Sink the boats. After that, not our problem. They'll soon get the message.",Non Violated
560,Should'¬Ä¬ôve set a bug bomb off and locked them in,Non Violated
561,"seen the way the israelis treat the palestinians? slaughter on a weekly basis, very racist are the israelis to the point of genocide.",Non Violated
562,"Racism and nationalism is nothing but ignorance. Hence the hate, and cruelty",Non Violated
563,People with autism is so nice,Non Violated
564,"People get views of a religion from other people opinion and deeds, just focus on yourself. This business is between you and your god. People who say islam is not peace, that's wrong. God didn't want this, it's not mentioned anywhere.",Non Violated
565,Our home-grown animals are infinitely preferable.,Non Violated
566,One people. One nation. End migration.,Non Violated
567,Ok so where the hell this Terrorist get guns and ammos??,Non Violated
568,"Oh, I believe that 13 reasons why romanticises suicide. It's the ultimate expression of the high-drama line you will be sorry when I'm gone, and it's terrible. The suicide scene itself was disturbing, just not in the way it was probably intended to be. Thank you for this. I find that it's more difficult for real cases of mental illness to be taken seriously because of this stupid fad.",Non Violated
